Päivämäärä;Huopalahti (asema);Kaisaniemi;Kulosaaren silta et.;Kulosaaren silta po. ;Kuusisaarentie;Lauttasaaren silta eteläpuoli;Merikannontie;Munkkiniemen silta eteläpuoli;Munkkiniemi silta pohjoispuoli;Heperian puisto (Ooppera);Pitkäsilta itäpuoli;Pitkäsilta länsipuoli;Lauttasaaren silta pohjoispuoli;Ratapihantie;Eteläesplanadi;Baana
su 3 touko 2015 03:00;;2;;;;2;2;0;1;4;3;3;0;;1;0
su 3 touko 2015 04:00;;2;;;;1;0;0;1;3;4;5;1;;3;2
su 3 touko 2015 05:00;;1;;;;5;3;0;3;1;2;0;1;;3;2
su 3 touko 2015 06:00;;2;;;;10;18;0;15;8;5;1;5;;6;13
su 3 touko 2015 07:00;;15;;;;11;8;1;10;10;6;2;5;;3;10
su 3 touko 2015 08:00;;30;;;;22;17;0;11;24;10;5;7;;13;27
su 3 touko 2015 09:00;;39;;;;55;60;1;35;40;31;16;27;;27;54
su 3 touko 2015 10:00;;47;;;;105;133;3;52;84;61;37;51;;34;109
su 3 touko 2015 11:00;;83;;;;181;194;0;105;152;119;48;102;;69;167
su 3 touko 2015 12:00;;90;;;;180;216;5;114;174;107;62;120;;91;182
su 3 touko 2015 13:00;;93;;;;258;232;8;118;212;157;74;120;;111;202
su 3 touko 2015 14:00;;101;;;;161;275;0;154;179;142;95;106;;108;185
su 3 touko 2015 15:00;;95;;;;224;216;4;132;195;137;89;100;;81;205
su 3 touko 2015 16:00;;72;;;;154;144;2;93;138;102;58;79;;73;152
su 3 touko 2015 17:00;;69;;;;129;121;1;101;140;77;51;70;;61;119
su 3 touko 2015 18:00;;76;;;;130;138;1;97;128;85;63;77;;47;122
su 3 touko 2015 19:00;;49;;;;78;95;0;72;77;63;36;38;;46;103
su 3 touko 2015 20:00;;26;;;;47;64;0;54;66;49;46;31;;35;79
su 3 touko 2015 21:00;;19;;;;40;35;2;26;33;28;21;22;;11;38
su 3 touko 2015 22:00;;15;;;;17;15;0;15;28;24;11;16;;17;22
su 3 touko 2015 23:00;;1;;;;8;6;0;8;15;10;11;3;;7;14
ma 4 touko 2015 00:00;;7;;;;6;0;0;3;11;8;8;1;;2;5
ma 4 touko 2015 01:00;;2;;;;0;0;0;1;4;0;4;0;;4;5
ma 4 touko 2015 02:00;;1;;;;1;2;0;1;1;4;1;3;;1;1
ma 4 touko 2015 03:00;;0;;;;1;0;0;1;2;2;2;0;;0;3
ma 4 touko 2015 04:00;;3;;;;1;1;0;2;2;1;3;0;;0;3
ma 4 touko 2015 05:00;;4;;;;13;12;0;14;14;6;3;14;;12;22
ma 4 touko 2015 06:00;;48;;;;69;88;0;111;77;58;13;64;;33;114
ma 4 touko 2015 07:00;;192;;;;270;280;0;343;275;155;22;179;;138;343
ma 4 touko 2015 08:00;;341;;;;358;321;6;327;485;324;63;234;;248;519
ma 4 touko 2015 09:00;;173;;;;207;108;2;128;239;205;65;114;;134;264
ma 4 touko 2015 10:00;;79;;;;109;70;1;67;115;120;59;42;;75;127
ma 4 touko 2015 11:00;;76;;;;87;85;0;66;105;126;54;54;;88;120
ma 4 touko 2015 12:00;;74;;;;76;106;2;55;103;131;61;54;;80;124
ma 4 touko 2015 13:00;;73;;;;107;68;1;85;118;122;67;46;;94;115
ma 4 touko 2015 14:00;;101;;;;118;89;0;105;146;135;77;63;;101;129
ma 4 touko 2015 15:00;;200;;;;185;229;1;242;259;222;90;120;;148;268
ma 4 touko 2015 16:00;;295;;;;365;342;2;378;442;360;133;247;;284;497
ma 4 touko 2015 17:00;;251;;;;392;280;5;276;417;326;95;220;;214;417
ma 4 touko 2015 18:00;;181;;;;278;258;1;192;287;213;121;150;;153;308
ma 4 touko 2015 19:00;;102;;;;182;181;5;148;208;146;81;90;;121;198
ma 4 touko 2015 20:00;;82;;;;133;158;3;122;163;117;77;107;;80;151
ma 4 touko 2015 21:00;;64;;;;80;68;2;64;79;64;60;52;;41;91
ma 4 touko 2015 22:00;;18;;;;29;21;0;24;44;45;13;8;;19;38
ma 4 touko 2015 23:00;;9;;;;12;7;2;10;17;19;14;7;;6;16
ti 5 touko 2015 00:00;;4;;;;5;3;0;5;7;7;6;6;;7;7
ti 5 touko 2015 01:00;;3;;;;4;1;0;3;3;5;3;3;;0;4
ti 5 touko 2015 02:00;;0;;;;0;2;0;5;0;5;4;1;;0;0
ti 5 touko 2015 03:00;;3;;;;1;1;0;1;1;2;1;1;;0;1
ti 5 touko 2015 04:00;;0;;;;0;1;0;2;3;1;1;2;;0;3
ti 5 touko 2015 05:00;;2;;;;15;15;0;14;18;15;5;13;;11;24
ti 5 touko 2015 06:00;;44;;;;69;91;0;128;92;55;10;62;;27;110
ti 5 touko 2015 07:00;;178;;;;237;247;2;323;246;163;33;131;;123;301
ti 5 touko 2015 08:00;;324;;;;387;269;3;300;456;274;65;177;;256;456
ti 5 touko 2015 09:00;;160;;;;178;122;3;115;221;208;57;85;;133;262
ti 5 touko 2015 10:00;;70;;;;105;64;0;54;108;103;42;28;;73;95
ti 5 touko 2015 11:00;;61;;;;83;53;0;51;74;91;57;26;;73;87
ti 5 touko 2015 12:00;;66;;;;82;70;3;67;75;100;50;23;;70;80
ti 5 touko 2015 13:00;;61;;;;70;58;0;55;94;85;48;23;;94;72
ti 5 touko 2015 14:00;;59;;;;81;81;3;73;89;85;55;35;;81;107
ti 5 touko 2015 15:00;;161;;;;149;192;0;238;206;196;71;84;;131;218
ti 5 touko 2015 16:00;;245;;;;292;239;2;291;373;270;93;187;;202;412
ti 5 touko 2015 17:00;;226;;;;281;222;1;262;351;301;100;198;;183;370
ti 5 touko 2015 18:00;;131;;;;203;156;2;147;226;169;87;96;;123;247
ti 5 touko 2015 19:00;;89;;;;160;127;1;128;177;155;63;72;;96;178
ti 5 touko 2015 20:00;;66;;;;114;113;1;110;129;108;59;67;;75;130
ti 5 touko 2015 21:00;;43;;;;84;64;0;68;100;60;28;41;;46;75
ti 5 touko 2015 22:00;;25;;;;35;27;1;34;52;35;20;12;;27;34
ti 5 touko 2015 23:00;;6;;;;12;10;0;12;26;26;17;12;;6;15
ke 6 touko 2015 00:00;;5;;;;13;5;0;6;9;14;13;4;;3;5
ke 6 touko 2015 01:00;;0;;;;8;2;0;3;4;4;7;1;;4;2
ke 6 touko 2015 02:00;;3;;;;2;1;0;3;0;3;3;1;;1;2
ke 6 touko 2015 03:00;;0;;;;0;0;0;0;2;0;1;1;;0;0
ke 6 touko 2015 04:00;;3;;;;1;3;0;2;4;3;0;2;;0;1
ke 6 touko 2015 05:00;;4;;;;13;7;0;11;11;10;5;9;;6;17
ke 6 touko 2015 06:00;;38;;;;64;69;0;85;70;48;7;51;;22;110
ke 6 touko 2015 07:00;;155;;;;188;190;0;238;180;117;26;92;;93;229
ke 6 touko 2015 08:00;;205;;;;310;181;2;220;298;224;57;108;;174;364
ke 6 touko 2015 09:00;;127;;;;158;118;0;106;176;145;56;51;;122;200
ke 6 touko 2015 10:00;;73;;;;100;53;1;40;87;78;61;22;;67;85
ke 6 touko 2015 11:00;;50;;;;69;45;0;40;70;68;33;20;;67;85
ke 6 touko 2015 12:00;;38;;;;45;29;0;29;55;69;41;16;;56;66
ke 6 touko 2015 13:00;;40;;;;51;20;1;33;66;54;26;11;;35;55
ke 6 touko 2015 14:00;;41;;;;47;52;0;52;62;54;33;21;;47;75
ke 6 touko 2015 15:00;;109;;;;115;125;1;124;147;113;28;38;;86;146
ke 6 touko 2015 16:00;;175;;;;213;166;1;210;252;206;60;98;;145;292
ke 6 touko 2015 17:00;;134;;;;211;137;1;154;213;188;63;84;;130;244
ke 6 touko 2015 18:00;;98;;;;153;102;0;107;152;141;71;66;;87;165
ke 6 touko 2015 19:00;;52;;;;99;65;0;77;93;100;49;36;;70;129
ke 6 touko 2015 20:00;;43;;;;90;63;0;68;94;74;34;28;;61;105
ke 6 touko 2015 21:00;;29;;;;56;27;0;42;48;38;30;31;;34;53
ke 6 touko 2015 22:00;;16;;;;26;16;0;22;23;27;20;7;;17;30
ke 6 touko 2015 23:00;;13;;;;14;6;0;5;15;22;16;5;;8;17
to 7 touko 2015 00:00;;4;;;;4;4;0;4;10;5;7;4;;8;8
to 7 touko 2015 01:00;1;0;0;0;1;3;1;0;1;3;5;5;0;1;3;5
to 7 touko 2015 02:00;0;1;0;0;1;2;1;0;1;1;1;3;0;0;0;0
to 7 touko 2015 03:00;0;2;0;0;0;1;1;0;1;2;0;5;0;0;1;1
to 7 touko 2015 04:00;5;2;0;0;2;0;2;0;4;0;1;3;1;3;0;0
to 7 touko 2015 05:00;19;2;0;0;10;9;7;0;8;15;4;3;7;30;8;15
to 7 touko 2015 06:00;94;46;0;0;54;78;59;0;80;69;42;4;32;137;24;86
to 7 touko 2015 07:00;219;146;0;0;165;225;196;0;206;169;106;19;86;330;104;237
to 7 touko 2015 08:00;203;219;0;0;196;345;215;2;226;326;217;47;96;327;198;378
to 7 touko 2015 09:00;85;154;0;0;71;177;139;1;94;219;169;77;65;134;134;237
to 7 touko 2015 10:00;35;49;0;0;57;108;61;1;46;102;91;39;33;63;61;93
to 7 touko 2015 11:00;38;86;0;18;21;99;68;2;43;88;97;58;14;83;91;93
to 7 touko 2015 12:00;46;61;0;70;29;107;55;0;59;86;109;72;28;75;94;102
to 7 touko 2015 13:00;47;60;0;98;41;118;90;2;82;123;120;70;16;72;80;120
to 7 touko 2015 14:00;65;86;0;113;74;128;94;0;83;122;143;74;46;122;108;122
to 7 touko 2015 15:00;154;148;0;221;105;155;166;4;167;178;196;88;73;226;137;223
to 7 touko 2015 16:00;200;230;0;287;180;298;214;0;235;298;275;120;117;324;214;342
to 7 touko 2015 17:00;174;198;0;207;148;282;190;1;200;290;229;85;135;255;147;312
to 7 touko 2015 18:00;95;125;0;168;115;212;157;0;137;222;180;76;84;169;129;259
to 7 touko 2015 19:00;93;90;0;140;83;171;145;1;104;182;110;42;53;136;78;149
to 7 touko 2015 20:00;60;83;0;92;57;142;120;0;87;136;102;58;44;96;74;114
to 7 touko 2015 21:00;45;25;0;60;46;69;64;0;60;83;88;39;27;62;49;82
to 7 touko 2015 22:00;21;14;0;39;18;44;20;1;35;57;46;23;11;37;22;47
to 7 touko 2015 23:00;9;13;0;20;6;14;15;0;16;29;25;19;6;21;14;28
pe 8 touko 2015 00:00;2;3;0;10;5;12;5;0;2;15;10;20;1;10;8;12
pe 8 touko 2015 01:00;1;3;0;8;0;5;2;0;1;12;8;10;5;5;4;8
pe 8 touko 2015 02:00;2;1;0;1;1;7;0;0;0;3;8;3;0;2;3;3
pe 8 touko 2015 03:00;0;1;0;4;0;3;1;0;0;0;2;3;0;1;0;2
pe 8 touko 2015 04:00;3;0;0;9;2;2;1;0;4;2;3;4;2;2;1;2
pe 8 touko 2015 05:00;22;1;0;32;11;19;10;0;8;15;10;4;8;27;7;20
pe 8 touko 2015 06:00;96;60;0;148;65;74;72;0;104;86;47;11;36;167;29;105
pe 8 touko 2015 07:00;266;161;0;266;197;228;196;0;281;226;125;31;119;363;99;254
pe 8 touko 2015 08:00;229;263;0;300;181;325;243;1;224;348;223;62;148;361;220;406
pe 8 touko 2015 09:00;81;127;2;152;98;170;113;3;118;194;169;74;54;152;130;231
pe 8 touko 2015 10:00;27;66;0;67;29;92;56;1;46;88;79;34;33;62;66;89
pe 8 touko 2015 11:00;31;45;0;68;34;86;52;1;33;95;81;49;29;68;62;120
pe 8 touko 2015 12:00;45;65;0;78;34;90;54;1;65;94;115;64;28;84;213;102
pe 8 touko 2015 13:00;45;70;0;91;53;87;83;1;93;90;96;59;42;74;88;94
pe 8 touko 2015 14:00;95;99;0;142;62;118;95;1;97;130;138;73;47;146;103;156
pe 8 touko 2015 15:00;179;179;0;254;130;176;195;0;200;253;170;61;101;294;1172;251
pe 8 touko 2015 16:00;251;226;0;305;182;308;224;1;272;359;319;114;166;341;202;342
pe 8 touko 2015 17:00;171;202;0;237;163;248;200;1;191;322;225;115;151;226;180;302
pe 8 touko 2015 18:00;92;114;0;166;85;201;135;2;114;240;182;90;103;153;119;216
pe 8 touko 2015 19:00;81;78;0;142;45;148;103;2;87;146;115;71;77;92;75;143
pe 8 touko 2015 20:00;47;63;0;95;29;112;69;0;70;107;104;51;36;71;66;105
pe 8 touko 2015 21:00;40;37;0;78;33;73;67;1;67;99;68;56;30;60;48;89
pe 8 touko 2015 22:00;23;35;0;43;13;45;35;1;36;42;45;25;21;41;25;53
pe 8 touko 2015 23:00;5;25;0;26;6;20;11;0;17;30;41;37;11;26;31;28
la 9 touko 2015 00:00;1;34;2;28;6;24;6;0;8;19;37;32;6;20;25;20
la 9 touko 2015 01:00;2;7;0;8;6;20;3;0;7;22;22;19;10;14;11;11
la 9 touko 2015 02:00;1;3;0;9;3;10;1;1;3;10;17;16;5;4;8;9
la 9 touko 2015 03:00;0;0;0;10;1;1;2;0;3;0;5;12;5;0;4;3
la 9 touko 2015 04:00;2;6;0;5;1;4;2;0;6;4;10;8;1;4;0;5
la 9 touko 2015 05:00;5;2;0;4;3;7;2;0;0;2;12;6;1;4;1;8
la 9 touko 2015 06:00;15;10;0;20;7;7;12;0;17;11;3;2;9;21;10;12
la 9 touko 2015 07:00;15;20;0;26;7;32;22;0;20;15;10;7;16;34;11;20
la 9 touko 2015 08:00;35;37;0;59;32;43;31;2;33;46;30;14;15;38;16;48
la 9 touko 2015 09:00;33;44;0;82;30;94;75;2;54;86;64;19;47;64;50;85
la 9 touko 2015 10:00;44;62;0;106;53;155;88;7;76;103;84;59;61;73;66;94
la 9 touko 2015 11:00;45;59;0;153;61;122;103;3;73;146;104;66;71;79;93;122
la 9 touko 2015 12:00;59;84;0;153;67;139;113;2;100;148;128;61;76;90;76;129
la 9 touko 2015 13:00;50;66;0;151;60;153;124;2;90;145;146;80;76;79;98;129
la 9 touko 2015 14:00;53;70;0;187;61;171;140;4;78;179;149;105;75;88;98;145
la 9 touko 2015 15:00;41;64;0;152;70;142;153;6;110;163;132;133;81;85;110;153
la 9 touko 2015 16:00;65;94;0;146;55;134;127;0;87;181;138;123;73;88;99;138
la 9 touko 2015 17:00;41;65;0;110;44;143;98;1;92;119;102;77;62;81;69;124
la 9 touko 2015 18:00;33;52;0;96;58;114;80;2;51;108;72;68;58;51;55;118
la 9 touko 2015 19:00;42;37;0;82;33;66;78;0;43;102;59;48;40;45;44;94
la 9 touko 2015 20:00;50;35;0;76;28;71;67;0;45;54;49;35;27;42;44;50
la 9 touko 2015 21:00;22;24;0;49;20;26;52;0;38;54;46;52;30;54;29;49
la 9 touko 2015 22:00;16;26;0;41;7;50;20;0;26;46;56;32;15;37;29;37
la 9 touko 2015 23:00;9;15;0;28;4;25;16;1;14;34;43;28;18;15;22;29
su 10 touko 2015 00:00;4;13;0;9;7;33;5;1;5;31;36;28;8;12;23;23
su 10 touko 2015 01:00;5;8;0;12;3;6;3;0;4;25;21;18;17;10;10;15
su 10 touko 2015 02:00;5;9;0;11;2;8;4;0;9;10;12;27;2;6;9;9
su 10 touko 2015 03:00;5;2;0;7;1;6;3;1;3;18;12;9;2;6;9;4
su 10 touko 2015 04:00;1;2;0;5;1;2;2;0;3;2;8;11;5;3;1;4
su 10 touko 2015 05:00;2;0;1;6;2;5;2;0;4;8;5;7;0;4;1;8
su 10 touko 2015 06:00;10;4;0;12;10;16;8;0;14;4;4;5;5;27;2;8
su 10 touko 2015 07:00;17;10;0;20;6;18;17;2;23;17;9;6;6;33;10;14
su 10 touko 2015 08:00;21;12;0;36;16;16;49;0;19;29;15;5;13;20;6;28
su 10 touko 2015 09:00;25;55;0;75;23;64;45;0;34;57;25;13;30;58;26;67
su 10 touko 2015 10:00;59;46;0;109;60;93;130;1;61;106;58;25;51;113;54;106
su 10 touko 2015 11:00;61;59;1;192;101;159;206;4;93;150;119;31;68;96;61;140
su 10 touko 2015 12:00;78;66;1;213;100;179;175;0;100;139;114;68;93;130;103;145
su 10 touko 2015 13:00;80;91;0;229;98;177;216;1;109;166;126;81;110;120;77;162
su 10 touko 2015 14:00;79;125;0;229;120;133;226;3;137;194;110;65;87;140;82;161
su 10 touko 2015 15:00;77;89;0;214;114;163;198;0;138;171;109;69;94;132;89;172
su 10 touko 2015 16:00;68;81;1;168;80;146;147;1;112;117;101;63;80;98;61;144
su 10 touko 2015 17:00;51;69;0;130;66;103;80;1;77;111;88;59;57;100;56;106
su 10 touko 2015 18:00;37;41;0;116;47;73;96;1;71;87;59;56;48;81;61;116
su 10 touko 2015 19:00;27;34;0;81;48;58;64;1;62;0;53;33;49;59;39;83
su 10 touko 2015 20:00;37;49;0;69;30;46;47;0;50;63;32;35;22;46;27;76
su 10 touko 2015 21:00;25;21;0;38;12;33;38;0;43;50;20;30;17;36;15;46
su 10 touko 2015 22:00;11;11;0;23;1;18;11;0;18;24;19;14;8;18;12;17
su 10 touko 2015 23:00;2;7;0;3;2;12;4;0;6;6;3;12;2;2;1;7
ma 11 touko 2015 00:00;1;4;0;9;2;4;1;0;6;6;13;9;1;2;3;5
ma 11 touko 2015 01:00;2;0;0;4;1;0;0;0;1;2;6;3;0;1;0;4
ma 11 touko 2015 02:00;0;1;0;0;0;1;1;0;0;3;3;2;0;1;0;2
ma 11 touko 2015 03:00;0;1;0;0;0;1;0;0;2;1;0;2;0;3;0;1
ma 11 touko 2015 04:00;6;0;0;2;2;1;2;0;3;2;0;3;2;1;0;2
ma 11 touko 2015 05:00;20;9;0;34;12;15;12;0;17;16;7;4;8;30;13;22
ma 11 touko 2015 06:00;122;55;0;172;75;73;99;1;134;93;59;12;66;192;29;117
ma 11 touko 2015 07:00;338;200;0;371;260;267;279;0;360;306;176;19;166;458;143;342
ma 11 touko 2015 08:00;339;319;0;451;251;375;298;1;348;509;299;74;233;565;244;525
ma 11 touko 2015 09:00;105;154;0;192;97;190;143;0;130;257;185;72;88;157;126;273
ma 11 touko 2015 10:00;36;65;0;82;42;98;103;1;61;97;96;54;36;62;77;101
ma 11 touko 2015 11:00;37;73;0;104;31;68;76;1;90;89;113;46;30;62;77;86
ma 11 touko 2015 12:00;31;79;2;70;36;103;82;0;65;112;116;58;42;78;94;135
ma 11 touko 2015 13:00;33;65;0;63;39;87;71;3;50;111;116;58;48;85;91;110
ma 11 touko 2015 14:00;68;88;0;111;70;106;141;0;105;119;144;69;58;99;104;128
ma 11 touko 2015 15:00;200;190;0;307;165;165;232;1;285;260;210;87;121;318;153;272
ma 11 touko 2015 16:00;368;324;0;439;261;379;322;1;384;492;383;110;247;497;270;388
ma 11 touko 2015 17:00;223;230;0;362;225;337;303;6;290;436;293;99;207;356;196;434
ma 11 touko 2015 18:00;151;163;0;276;131;222;201;3;180;296;205;105;136;224;175;305
ma 11 touko 2015 19:00;98;140;1;250;104;194;144;3;139;184;197;90;98;156;114;190
ma 11 touko 2015 20:00;83;89;0;213;117;158;186;0;133;184;134;83;128;134;92;196
ma 11 touko 2015 21:00;44;59;0;106;44;108;103;1;66;117;96;42;58;75;60;112
ma 11 touko 2015 22:00;24;35;0;31;19;40;31;1;34;41;52;29;25;41;26;37
ma 11 touko 2015 23:00;5;4;0;10;3;15;1;0;16;22;11;21;11;20;8;19
ti 12 touko 2015 00:00;2;2;0;13;1;5;0;0;9;17;3;8;2;4;5;13
ti 12 touko 2015 01:00;6;2;0;3;1;3;0;0;2;5;5;9;2;6;3;6
ti 12 touko 2015 02:00;0;1;0;0;0;2;0;0;2;0;1;1;1;3;2;0
ti 12 touko 2015 03:00;1;1;0;1;0;3;1;0;1;1;1;3;1;3;2;2
ti 12 touko 2015 04:00;5;0;0;7;4;4;1;0;3;1;4;2;2;3;1;1
ti 12 touko 2015 05:00;26;6;1;28;9;20;10;0;17;19;8;9;7;41;8;17
ti 12 touko 2015 06:00;137;43;0;166;80;94;101;0;125;101;64;14;64;189;34;131
ti 12 touko 2015 07:00;291;199;0;371;210;234;252;2;309;272;150;25;152;447;124;302
ti 12 touko 2015 08:00;240;303;0;356;221;332;271;3;270;399;270;65;184;418;267;432
ti 12 touko 2015 09:00;94;156;0;160;87;143;126;3;129;233;198;67;89;193;137;258
ti 12 touko 2015 10:00;26;72;0;63;43;100;61;1;48;112;104;54;40;60;91;112
ti 12 touko 2015 11:00;42;62;0;64;39;61;73;1;55;72;103;62;41;67;85;83
ti 12 touko 2015 12:00;27;47;0;61;31;92;60;0;61;113;103;72;34;66;141;116
ti 12 touko 2015 13:00;33;59;0;67;29;76;46;4;62;93;88;44;16;76;70;96
ti 12 touko 2015 14:00;61;86;0;94;63;85;81;1;88;103;116;66;46;105;87;121
ti 12 touko 2015 15:00;190;143;0;219;104;141;165;2;217;206;204;60;96;291;147;185
ti 12 touko 2015 16:00;257;258;0;348;207;274;280;6;315;369;278;106;175;392;219;400
ti 12 touko 2015 17:00;185;187;0;302;136;285;210;1;228;319;254;97;147;282;188;331
ti 12 touko 2015 18:00;113;165;0;190;109;184;147;3;163;242;200;91;124;170;117;244
ti 12 touko 2015 19:00;70;84;0;137;71;145;129;0;109;199;153;65;79;108;91;174
ti 12 touko 2015 20:00;56;70;0;103;56;121;97;2;90;134;116;60;56;98;67;131
ti 12 touko 2015 21:00;32;38;0;78;26;66;63;2;65;88;59;33;29;66;38;92
ti 12 touko 2015 22:00;17;16;0;26;15;26;17;0;27;31;25;24;21;29;13;31
ti 12 touko 2015 23:00;4;12;0;10;4;12;4;0;10;15;17;6;3;7;11;6
ke 13 touko 2015 00:00;4;10;0;16;3;11;5;0;6;19;12;9;3;15;11;12
ke 13 touko 2015 01:00;3;6;0;5;2;4;2;0;1;6;5;4;3;4;1;6
ke 13 touko 2015 02:00;0;3;0;7;0;2;2;0;2;0;4;6;1;2;4;3
ke 13 touko 2015 03:00;1;0;0;3;0;1;1;0;1;0;0;1;0;2;1;1
ke 13 touko 2015 04:00;4;1;0;4;3;0;0;0;1;0;2;1;0;3;3;0
ke 13 touko 2015 05:00;10;1;0;12;3;12;5;0;8;8;7;3;7;21;4;12
ke 13 touko 2015 06:00;59;21;0;70;27;40;33;0;47;41;32;5;19;85;12;59
ke 13 touko 2015 07:00;110;71;0;111;90;110;117;2;104;115;45;12;54;160;56;142
ke 13 touko 2015 08:00;132;133;0;161;95;161;121;2;149;214;127;36;80;257;129;229
ke 13 touko 2015 09:00;46;82;0;83;67;98;75;0;64;127;97;50;55;91;100;159
ke 13 touko 2015 10:00;14;46;0;44;29;68;54;0;40;74;78;38;22;36;57;75
ke 13 touko 2015 11:00;18;48;0;38;25;66;45;1;37;58;54;33;13;37;53;66
ke 13 touko 2015 12:00;21;39;0;39;46;62;36;0;30;94;58;50;9;42;71;67
ke 13 touko 2015 13:00;25;54;0;42;42;69;35;0;40;79;77;45;28;52;69;69
ke 13 touko 2015 14:00;29;61;0;41;25;74;45;0;52;70;92;45;18;79;63;66
ke 13 touko 2015 15:00;91;67;0;90;71;91;91;0;91;115;98;53;33;125;91;124
ke 13 touko 2015 16:00;128;125;0;135;82;160;137;0;142;173;166;49;78;190;117;207
ke 13 touko 2015 17:00;78;98;0;122;69;129;85;2;122;154;118;60;70;119;87;170
ke 13 touko 2015 18:00;47;48;0;82;32;89;59;0;60;106;80;47;51;81;55;108
ke 13 touko 2015 19:00;31;42;0;61;25;52;38;0;50;67;68;37;32;46;44;67
ke 13 touko 2015 20:00;26;34;0;40;20;42;38;3;38;44;48;33;17;39;31;50
ke 13 touko 2015 21:00;14;10;0;32;11;25;25;1;27;39;19;20;14;31;23;35
ke 13 touko 2015 22:00;10;9;0;18;4;15;7;0;19;19;19;15;9;19;11;14
ke 13 touko 2015 23:00;4;8;0;10;3;12;2;0;6;15;17;16;4;10;15;10
to 14 touko 2015 00:00;5;10;0;4;1;5;6;0;6;12;8;10;2;10;9;4
to 14 touko 2015 01:00;2;5;0;5;2;5;1;0;3;10;6;6;5;6;4;3
to 14 touko 2015 02:00;0;4;0;0;1;2;0;0;1;4;5;7;3;3;1;4
to 14 touko 2015 03:00;0;0;0;3;0;2;0;0;2;3;5;6;2;0;2;0
to 14 touko 2015 04:00;1;2;0;1;0;3;0;0;1;3;3;6;1;1;0;2
to 14 touko 2015 05:00;2;2;0;11;2;6;3;0;2;1;1;3;1;5;2;5
to 14 touko 2015 06:00;14;8;0;12;1;8;8;0;15;9;3;3;4;24;3;9
to 14 touko 2015 07:00;17;19;0;23;6;8;12;0;10;12;6;5;6;29;6;15
to 14 touko 2015 08:00;14;29;0;26;19;27;21;0;18;21;16;5;14;36;13;27
to 14 touko 2015 09:00;31;30;1;53;24;74;67;4;27;78;35;12;33;40;27;57
to 14 touko 2015 10:00;44;33;0;97;67;81;66;1;43;78;46;30;50;65;32;104
to 14 touko 2015 11:00;56;59;0;176;60;122;153;0;67;115;68;39;72;80;40;104
to 14 touko 2015 12:00;64;64;0;262;95;135;160;1;86;143;90;56;56;96;71;125
to 14 touko 2015 13:00;98;110;0;316;101;161;174;1;110;145;94;47;73;99;81;154
to 14 touko 2015 14:00;59;92;1;312;92;159;156;2;92;163;100;66;86;95;70;167
to 14 touko 2015 15:00;74;89;0;309;90;137;157;1;112;152;107;69;78;100;55;145
to 14 touko 2015 16:00;78;81;0;280;74;158;80;1;92;158;98;65;78;99;60;132
to 14 touko 2015 17:00;51;58;0;232;60;147;124;0;96;125;105;43;75;90;46;126
to 14 touko 2015 18:00;59;76;0;144;58;103;130;0;93;105;117;42;70;75;46;118
to 14 touko 2015 19:00;47;58;1;156;74;146;123;0;66;133;54;50;51;59;47;97
to 14 touko 2015 20:00;49;37;0;116;50;81;94;0;64;89;65;51;53;84;59;92
to 14 touko 2015 21:00;46;28;0;76;39;49;52;0;42;60;54;38;27;52;24;57
to 14 touko 2015 22:00;8;13;0;27;10;26;18;0;17;28;25;24;17;26;51;24
to 14 touko 2015 23:00;8;15;0;17;7;42;10;0;19;31;25;19;16;4;19;29
pe 15 touko 2015 00:00;11;6;0;14;2;16;1;0;4;26;13;21;3;19;12;16
pe 15 touko 2015 01:00;1;0;0;4;1;12;7;0;3;15;4;10;3;7;4;10
pe 15 touko 2015 02:00;4;0;0;5;1;2;0;0;3;4;8;6;1;3;2;0
pe 15 touko 2015 03:00;2;2;1;4;1;1;1;0;3;2;4;5;1;2;3;3
pe 15 touko 2015 04:00;7;4;0;11;1;3;1;0;2;1;2;6;0;2;1;1
pe 15 touko 2015 05:00;13;2;0;21;7;10;11;0;14;11;6;4;6;29;7;19
pe 15 touko 2015 06:00;79;29;0;109;43;49;56;0;68;45;34;8;25;113;20;61
pe 15 touko 2015 07:00;148;96;0;202;116;173;174;0;182;170;92;11;114;255;87;201
pe 15 touko 2015 08:00;137;157;0;265;125;223;169;3;153;296;169;42;146;271;152;338
pe 15 touko 2015 09:00;82;98;0;150;82;151;121;1;98;158;143;55;80;136;123;177
pe 15 touko 2015 10:00;36;62;0;90;51;104;62;0;57;108;104;47;46;72;87;120
pe 15 touko 2015 11:00;25;57;0;111;36;110;55;0;51;101;108;67;44;58;96;136
pe 15 touko 2015 12:00;44;61;0;120;38;120;67;1;49;137;105;66;43;67;109;129
pe 15 touko 2015 13:00;42;66;0;122;41;116;91;1;84;130;142;82;52;84;100;130
pe 15 touko 2015 14:00;88;123;0;126;71;124;132;2;118;153;158;88;63;128;102;164
pe 15 touko 2015 15:00;147;165;0;225;104;182;193;0;191;227;190;97;98;200;166;214
pe 15 touko 2015 16:00;142;187;0;300;127;210;227;1;185;316;214;94;129;252;208;301
pe 15 touko 2015 17:00;119;141;0;216;130;234;161;1;174;259;222;106;137;176;160;277
pe 15 touko 2015 18:00;97;97;1;155;93;187;149;1;98;207;189;94;72;134;100;189
pe 15 touko 2015 19:00;61;76;0;129;45;130;111;1;81;132;146;66;58;80;77;138
